1.73885 -3.66688
2.33433 -2.93098
2.21070 -5.39771
-2.49101 -4.66580
2.93842 -5.18455
9.26316 -4.18388
-0.49534 0.01386
3.69883 -0.90443
-1.43628 -5.96945
5.22786 -4.37581
2.56300 -4.26860
1.15078 -2.57735
6.31649 -5.56503
3.98341 -6.04411
-2.75052 -3.99011
1.43612 -2.39032
4.74540 -8.55709
8.69177 0.14461
-1.54752 -4.97172
3.29863 2.05768
3.72644 -2.10382
1.29875 -4.54482
1.55155 -4.14274
2.52512 -2.33982
5.20698 -4.48853
1.26901 -3.12997
7.98894 -6.41345
-1.80226 1.11580
4.02397 -7.94377
2.49587 -0.98121
7.49939 -3.57778
-1.78330 -1.73045
5.03815 -4.61356
5.78227 -2.16429
0.89484 -2.81734
3.41168 -1.24962
1.77576 -7.35681
6.14465 -0.37514
3.82425 -4.27550
-0.01370 -1.72253
4.82129 -3.01296
3.76354 -6.84372
6.39668 -3.48912
-1.08548 -1.14033
10.53411 -1.22662
4.92064 2.30174
6.99764 -0.01791
-0.71861 -0.30803
7.11175 -1.30600
6.07810 -0.74042
-1.06535 -0.65028
4.67569 4.02660
1.27252 3.95582
-2.77969 -11.40972
0.45680 -3.28216
3.66292 -0.06787
0.51779 1.02701
5.71260 2.56116
6.65811 3.22230
4.15401 2.52152
11.62651 0.18930
7.06492 -3.22028
3.42121 8.02398
5.03359 -0.98085
5.43493 -0.24752
4.21182 -2.83153
1.67214 2.08396
6.76673 1.08965
8.33937 -3.01245
9.16901 1.20511
-0.23432 1.60368
7.28106 8.62556
6.41785 0.92512
7.55345 -3.89880
2.75596 1.29313
5.90173 0.34982
6.39301 1.08892
4.46441 3.77768
3.90931 5.35362
9.92439 -3.86216
2.35543 -3.83102
5.57734 -0.53155
13.45517 0.08314
12.32849 3.97657
3.89645 1.59772
10.60606 -0.96372
5.14104 0.95754
6.47989 -1.20302
4.96283 1.57991
1.98073 -0.70917
4.27812 2.30301
10.83770 -0.00574
8.13796 1.27151
6.97341 1.22317
5.50635 3.65625
8.37145 -2.60728
8.68486 4.52735
5.21154 2.48795
7.19953 0.65189
12.07957 7.20899
6.41911 6.59846
2.92398 3.74919
7.39303 2.09686
8.15428 0.72741
6.76504 1.05084
14.04524 1.50317
5.39264 1.80062
9.35661 2.71274
4.92174 3.93900
7.55072 -1.20062
8.65909 0.88690
10.02333 1.37864
4.44463 -5.45652
11.16398 -1.84606
7.28822 4.14878
9.34064 1.21054
7.51551 0.78868
8.39144 0.82553
8.80572 2.35591
15.67133 3.94080
21.26017 43.47554
27.73352 41.18038
26.49680 46.09743
22.10124 36.73283
23.24802 43.88907
24.67632 40.64230
22.04598 37.77867
24.41361 45.23088
24.27579 44.26422
25.47901 44.59484
22.12052 42.11916
28.91191 36.73709
27.60871 40.48193
27.48062 41.69175
25.61642 39.85833
23.52185 36.48460
23.04376 40.37648
32.67577 41.54370
29.98772 40.15795
33.11019 38.21481
38.06334 41.30457
30.14249 35.22708
36.85822 40.75197
30.24238 35.18996
28.85891 38.99704
33.99985 37.86809
33.38012 36.35395
40.01307 34.79670
30.94322 36.47861
29.52899 34.55232
37.01213 32.61665
32.18627 31.50757
42.10460 38.59301
34.75712 38.59423
36.11448 33.64156
37.99109 36.54221
32.79777 35.32499
39.83480 26.17072
41.14158 33.24205
38.61248 33.10140
36.69422 30.70964
42.63746 35.14553
44.00698 30.80810
42.01360 37.36455
36.01931 26.90823
39.14232 32.75495
41.47201 29.67556
39.33785 35.02574
46.39381 36.12775
39.72345 30.82773
38.63390 30.36364
40.71158 32.69628
40.81269 25.67240
46.55734 34.30138
38.73283 29.14795
