-4.20432 9.61134
-13.81990 -12.81630
27.30161 -14.54644
12.51833 -20.71117
12.03688 14.46777
-2.15253 4.24484
3.68917 -22.00408
9.72204 -11.34738
4.66933 -11.82129
2.78089 -3.14717
8.41066 -3.96196
-7.90077 -19.36914
2.61693 -3.71312
-6.26054 4.19138
1.38968 -12.58245
6.50458 -2.83833
-4.31966 9.24243
1.90512 -1.28825
-13.12409 2.80564
-5.54696 -4.19570
-7.61560 8.72353
-19.87823 -8.36649
-17.05426 -4.71520
5.17364 -7.24747
-10.07535 4.21564
-16.73192 -1.94342
8.68466 2.22649
6.75015 -4.54862
-11.57724 -5.64486
-1.92256 -11.59193
-1.50216 -6.80061
7.04020 -15.56710
17.91498 -10.55631
21.94935 1.03399
7.89839 -0.64451
-17.12460 -0.28064
2.33741 7.34602
-0.25142 -9.95709
-14.31236 -6.41784
-14.61066 -23.35877
-6.49745 9.65837
4.77743 -27.18028
16.73422 -4.24738
-5.61197 12.21847
-16.67191 -0.06449
-8.71614 -17.51237
3.90915 -12.14120
4.38167 0.00610
-6.23452 -13.93757
9.60886 -16.08006
3.34350 -10.48349
-0.36989 -0.73045
-3.98919 -17.13903
18.82597 -1.46116
0.86379 -14.45159
7.06366 -17.23401
-1.78759 -1.32146
-9.84365 -20.39272
10.46961 4.69469
1.37503 -10.23557
13.88481 2.60654
-7.00851 -23.40676
-11.56669 -7.00075
-16.79395 -10.26302
4.53796 13.05127
11.32820 -20.57908
0.83801 -5.11075
-5.83944 -1.01107
11.66495 -0.57748
-0.45616 -28.48180
21.40801 -2.22500
-2.18308 9.09104
-3.25086 -2.99612
25.83174 -11.06265
-2.94643 -16.86549
5.85263 1.01479
-2.35327 -4.52021
-4.21980 -10.41056
-8.43731 -10.67263
7.55420 -5.41126
6.88324 -12.05217
-9.26462 -19.66877
2.25657 -10.90191
5.06022 -8.55089
2.44810 13.02280
-8.62454 6.62487
4.89915 -5.52947
18.81804 -1.49921
12.08988 9.92962
-1.69452 -9.20017
-1.59228 -1.22942
13.19344 -2.70859
8.00149 -19.18420
0.18685 -9.97756
-7.10918 11.04323
-9.58270 -12.39132
10.25115 -14.72195
-12.53391 -19.86041
-7.74245 -2.58067
28.11920 -17.38123
-4.08149 -3.99352
-2.40319 -11.94496
-25.75404 0.75944
-10.32362 -7.86340
-20.26409 0.45140
-2.09413 3.54235
8.52807 -7.74557
5.43891 3.95123
4.55807 8.81545
0.27106 -3.80115
9.73280 8.90374
10.07249 -15.70564
-6.48033 -3.94168
-4.85579 -2.23884
5.97031 3.93047
-22.19295 -15.68172
-5.77706 -1.22138
-2.65181 -12.37322
-0.01142 -4.90679
4.08517 -15.72690
-1.36054 -14.66332
-2.39601 6.39236
4.70377 -4.74534
-2.98602 3.20251
-1.87369 -3.20035
